Date,NVDA_Close,NVDA_High,NVDA_Low,NVDA_Open,NVDA_Volume,IXIC_Close,IXIC_High,IXIC_Low,IXIC_Open,IXIC_Volume,NDX_Close,NDX_High,NDX_Low,NDX_Open,NDX_Volume,QQQ_Close,QQQ_High,QQQ_Low,QQQ_Open,QQQ_Volume,TW0050_Close,TW0050_Volume,TW2330_Close,TW2330_Volume,nvidia_Title_emotional_polarity,nvidia_Title_subjectivity,nvidia_content_emotional_polarity,nvidia_content_subjectivity,gpu_Title_emotional_polarity,gpu_Title_subjectivity,gpu_content_emotional_polarity,gpu_content_subjectivity,nasdaq_Title_emotional_polarity,nasdaq_Title_subjectivity,nasdaq_content_emotional_polarity,nasdaq_content_subjectivity,trump_Title_emotional_polarity,trump_Title_subjectivity,trump_content_emotional_polarity,trump_content_subjectivity,tsmc_Title_emotional_polarity,tsmc_Title_subjectivity,tsmc_content_emotional_polarity,tsmc_content_subjectivity
2023-01-18,17.362773895263672,17.858366193598112,17.26785045404388,17.652535475198235,439624000,10957.009765625,11223.41015625,10952.0498046875,11170.9501953125,5288630000,11410.2900390625,11690.26953125,11403.3095703125,11636.6103515625,5288630000,274.3428955078125,281.06620922523393,274.13557701491726,279.5063040295997,47754500,118.1,16373.0,503.0,27930.0,0.1286590636826486,0.3077319692885731,0.1542873295381819,0.47000415408346263,0.16535330988455987,0.2594647366522366,0.15760893051130626,0.4569551602527068,0.15514554411106138,0.27264031945066425,0.13423852000809405,0.45977405956698014,0.08216123499142365,0.24030160091480843,0.08434552955058007,0.3796757759330451,0.10625,0.14791666666666667,0.10512221459148323,0.43972670649045953
2023-01-19,16.75127410888672,17.182921549244565,16.717303453615347,17.02205215333367,452932000,10852.26953125,10932.51953125,10804.5703125,10890.400390625,4660800000,11295.669921875,11388.4599609375,11251.9404296875,11345.1904296875,4660800000,271.64764404296875,273.8492694984062,270.40370291315816,272.7040313778058,44150400,118.1,16373.0,503.0,27930.0,0.07774085191538022,0.3487588145607014,0.14403604573266177,0.47757157223331254,0.09752066115702475,0.38415977961432507,0.118455770815188,0.49673233472491857,0.17906746031746032,0.23757440476190475,0.12445161496811567,0.43347773673282886,0.057404401154401145,0.2491786916786917,0.0681982235048304,0.35739717555966993,0.10714285714285714,0.2119047619047619,0.10657882367037663,0.428630898667388
2023-01-20,17.82439422607422,17.841380504769397,16.811224544692056,16.997071166426323,564967000,11140.4296875,11143.169921875,10885.650390625,10924.66015625,5980110000,11619.0302734375,11623.2001953125,11329.5400390625,11363.849609375,5980110000,279.081787109375,279.4174556676305,272.20050634232973,273.26677600184524,60613600,118.1,16373.0,503.0,27930.0,-0.022743055555555548,0.35486111111111107,0.13625672769831543,0.47840167982383336,0.10204991087344026,0.31631016042780746,0.14289396650439443,0.4849272584801483,0.10587301587301585,0.23253968253968255,0.12931718814785517,0.43266249968272724,0.057536075036075024,0.24189273689273688,0.06863902831045614,0.3401788760525926,0.013888888888888895,0.17777777777777778,0.07783096024846066,0.3985009461744047
2023-01-23,19.17728805541992,19.229245530307768,17.80341372696204,18.04921071798228,655163000,11364.41015625,11405.5,11144.0302734375,11171.9404296875,5997810000,11872.5400390625,11918.8603515625,11617.830078125,11652.0,5997810000,285.2818908691406,286.5159799269051,279.1312102878841,279.9308975869852,52799900,118.1,16373.0,503.0,27930.0,0.0883016208597604,0.24274097564795238,0.13818947507300805,0.43571707764914636,0.028750000000000005,0.30500000000000005,0.16257683259340286,0.3938840828614235,0.19615384615384615,0.2858974358974359,0.12360830470359177,0.42374316483008967,0.09189758447570946,0.2561654491341991,0.0921692569501452,0.3974116813491852,0.027083333333333334,0.15833333333333333,0.15407763547048328,0.4419850464085413
2023-01-24,19.24922752380371,19.47904067584796,18.80459214124059,18.8115863799894,496204000,11334.26953125,11378.150390625,11282.650390625,11302.9296875,5670860000,11846.6396484375,11889.3701171875,11780.0703125,11802.9501953125,5670860000,284.6993713378906,285.8643440419395,283.1296138544775,283.6528663489485,44875100,118.1,16373.0,503.0,27930.0,0.10295055821371611,0.2454102427786638,0.14666112397519013,0.45648997501862654,0.027045454545454543,0.3204924242424243,0.17627468076274908,0.4623459272250559,0.09435483870967741,0.16263440860215053,0.1059490959660391,0.43520261912892066,0.06448822642004459,0.35675669027941753,0.08410701611816873,0.3919390871731508,0.0,0.0125,0.1087058918970846,0.4304705154691115
2023-01-25,19.30718040466309,19.354142810511668,18.56478866094539,18.89751622008394,449537000,11313.3603515625,11334.2197265625,11069.1796875,11146.5302734375,5485570000,11814.6904296875,11841.8095703125,11550.0703125,11636.009765625,5485570000,284.0675354003906,284.689490908904,277.6008913686254,280.157920000705,50872000,118.1,16373.0,503.0,27930.0,0.15514670514670517,0.2187429854096521,0.14899024175584583,0.45869717688859984,0.225,0.3125,0.1919510471683863,0.4742819082324416,0.08126385809312638,0.16579822616407985,0.1032080386061031,0.4241205732341931,0.025149031296572266,0.2868355688027819,0.06116998704007486,0.39507360718969975,0.06115530303030301,0.19765151515151516,0.08004027361281388,0.4127974124477947
2023-01-26,19.785789489746094,20.149491827776068,19.262218285340538,19.68487233931353,489535000,11512.41015625,11516.0498046875,11341.1904296875,11458.400390625,5732890000,12051.48046875,12055.8095703125,11853.3701171875,11972.5703125,5732890000,289.60614013671875,289.7838417278303,284.84748555833045,287.5131299415112,51596300,118.1,16373.0,503.0,27930.0,0.13460236000558579,0.25995845552297164,0.15112781496645594,0.45941665117539865,0.11066636786333753,0.24655410526622648,0.17005970271877047,0.4688456192653498,0.1408583603896104,0.23943114177489175,0.12022694993709261,0.43436490012797596,0.0030912574016022203,0.242663706025775,0.05583969885440637,0.40587324351350706,0.013030303030303017,0.23765151515151514,0.09281999058561803,0.40524499823531224
2023-01-27,20.34832572937012,20.61111088344215,19.389112653490265,19.44606519137818,542142000,11621.7099609375,11691.8896484375,11470.26953125,11470.4697265625,6243800000,12166.599609375,12248.150390625,11999.8701171875,12000.2099609375,6243800000,292.4889831542969,294.46352560695993,288.1647303623045,288.28319808880406,56441900,118.1,16373.0,503.0,27930.0,0.21805104617604612,0.2898493867243867,0.16479977791416495,0.46407350865446345,0.10284006734006733,0.28069528619528616,0.17041713569520933,0.47789967886499746,0.16834415584415582,0.26345373376623377,0.14130794547471184,0.45211063172283333,0.017699834887334873,0.28628108003108005,0.08262079835734719,0.3808719505966537,-0.05625,0.08125,0.11465807437517593,0.40389251496458567
2023-01-30,19.146312713623047,20.123510758938984,19.13432150128274,19.9336676842303,488611000,11393.8095703125,11553.3095703125,11388.5400390625,11512.33984375,5122320000,11912.3896484375,12087.6796875,11906.1103515625,12047.16015625,5122320000,286.5751953125,290.6328955399285,286.2000575715961,289.20134027357983,49405800,120.7,31199.0,543.0,153125.0,0.11914842873176207,0.28377665544332215,0.14952190960106201,0.4767954530348582,0.06952686588103255,0.18569461980920313,0.16066447366773734,0.4893511120390492,0.10985335985335988,0.24543212043212043,0.13283532473008508,0.4503769413010123,0.07867166167166165,0.29545621045621046,0.08955807766994828,0.3882328753476736,0.05178571428571429,0.5095238095238096,0.11172945029665923,0.4675109191344446
2023-01-31,19.521005630493164,19.67088244369698,18.93448631661696,19.154305515596747,498017000,11584.5498046875,11586.009765625,11398.3701171875,11398.580078125,5695150000,12101.9296875,12104.1298828125,11915.9404296875,11915.9404296875,5695150000,290.8697814941406,290.96851462142246,286.5060604820158,286.61464583164155,46705100,118.3,23552.0,522.0,74279.0,0.12055202320827321,0.2567948833573833,0.16857190762149027,0.4739213090852701,0.1091528156342971,0.17127380507010134,0.2082523166345747,0.5117465913104128,0.05994897959183673,0.15856009070294783,0.11395757449413832,0.42333975873426655,0.07807448107448106,0.28061050061050063,0.08543792176381503,0.3923821232124353,0.07120535714285714,0.22976190476190478,0.15392154817639286,0.43746380999845413
2023-02-01,20.925853729248047,21.17464850378804,19.594943571300696,19.674877995136796,660477000,11816.3203125,11904.01953125,11500.330078125,11573.1396484375,6336040000,12363.099609375,12458.8701171875,12010.73046875,12087.919921875,6336040000,297.0896301269531,299.5676600789478,288.5793280093029,290.6624856796236,67562200,119.0,8921.0,530.0,31487.0,0.11057273705578788,0.2795680778731626,0.17395953954759685,0.4783987831842818,0.13788004631027886,0.2554288734521292,0.19342419210076892,0.5025776800267109,0.03295795795795795,0.11358858858858858,0.11409800026641204,0.41095135358986334,0.10766115970197601,0.32664399092970514,0.08907751064268636,0.40418632858254383,0.041517857142857134,0.13392857142857142,0.15358838395395205,0.4216787546589785
2023-02-02,21.69122695922852,21.93103024787864,20.683054133284987,20.98280776765086,564276000,12200.8203125,12269.5498046875,12024.1396484375,12065.150390625,7038210000,12803.1396484375,12880.98046875,12600.759765625,12655.1796875,7038210000,307.752197265625,309.6872404921104,302.8257233372625,303.65502757718485,83070600,121.0,15931.0,540.0,45495.0,0.05152280379553107,0.2878481787572697,0.168272027711495,0.484936971903696,0.15063260152545865,0.2705138115852402,0.17422235980455783,0.5003311256320592,0.101044536271809,0.12852387511478422,0.1116335147514119,0.4111139747442017,0.049470899470899464,0.26923944662039906,0.10250006857437097,0.394858281144521,0.0599443413729128,0.13430426716141,0.08466670088415175,0.41161652096348395
2023-02-03,21.08272361755371,21.727195946386907,20.77197744228604,20.98280511679256,429366000,12006.9501953125,12231.3095703125,11946.8603515625,11946.8603515625,5954490000,12573.3603515625,12828.7099609375,12520.9501953125,12520.9501953125,5954490000,302.2826538085937,308.4136289441637,300.66354489508257,301.0584473035641,76170800,121.0,10997.0,542.0,39674.0,0.0654320987654321,0.22577160493827161,0.1615386225294725,0.47259964787527775,0.1711190855927698,0.298418394471026,0.15344800200580244,0.49187656678990316,0.0990358126721763,0.20903351698806244,0.13451155612027454,0.4206548434259142,0.04138669301712779,0.24822134387351777,0.09557329044250856,0.3899146705982566,0.06423005565862708,0.20144712430426712,0.08376574806621619,0.3953835414923463
2023-02-06,21.071733474731445,21.55233863586208,20.768980162055627,20.788964243868037,452197000,11887.4501953125,11973.41015625,11843.490234375,11904.41015625,5538350000,12464.509765625,12558.8701171875,12411.8798828125,12468.7998046875,5538350000,299.7256164550781,302.01609253735927,298.3730599282074,299.64664802736434,40802300,119.25,25811.0,526.0,46279.0,0.0856092981092981,0.252007252007252,0.1603808791640129,0.4803296007942067,0.06375598086124401,0.10155502392344498,0.1853059312960142,0.4916710611456758,0.06037878787878787,0.2276082251082251,0.1294252455831138,0.4439341152574372,0.020138888888888894,0.09166666666666666,0.08264939848034521,0.35290697913328817,0.05902777777777779,0.18211805555555555,0.11925813522549064,0.43511757577187254
2023-02-07,22.154848098754883,22.24077813579431,21.1326848754413,21.36449529606032,664150000,12113.7900390625,12150.2197265625,11836.7802734375,11891.25,5720240000,12728.26953125,12771.58984375,12419.7099609375,12474.9501953125,5720240000,305.9356384277344,307.07099440864704,298.47186973289666,299.5973433593859,67584000,119.0,13540.0,523.0,28519.0,0.21572314049586774,0.2809963269054178,0.18866475292496745,0.47622327149828564,0.07208667557932265,0.16516636957813424,0.17514786274549551,0.47976729499726417,0.05071516754850089,0.19592504409171074,0.1150555128516248,0.41604422568700256,0.03474592867450011,0.25231069195354905,0.07873728486628977,0.3716872757094539,0.12037037037037039,0.2157407407407407,0.10483899692291622,0.3846801100010699
2023-02-08,22.18681907653809,22.859268377946854,21.989979871627146,22.36866926710401,559651000,11910.51953125,12096.3896484375,11890.08984375,12069.1201171875,5052870000,12495.3798828125,12709.4501953125,12471.1201171875,12680.0302734375,5052870000,300.4957275390625,305.5604335687951,299.8046557829413,304.61266166173203,56720900,120.85,8739.0,540.0,43495.0,0.4081967935165609,0.32218698614047453,0.2145275036871351,0.46427576813532584,0.1790266798418972,0.2876372419850681,0.18945138137595685,0.46899043001888485,0.03334554334554335,0.17631562881562882,0.10414954690717486,0.4081291010967845,0.08317084216020386,0.26644614841423353,0.08612336243178809,0.3842591174078315,0.1602746212121212,0.3583806818181818,0.1139287564400851,0.4030258236775486
2023-02-09,22.31871032714844,23.00115164992792,22.101888952315303,22.58749107583628,523876000,11789.580078125,12070.9599609375,11745.1103515625,12069.099609375,5536290000,12381.169921875,12679.5400390625,12327.4404296875,12677.5400390625,5536290000,297.8399353027344,305.0568845627888,296.37879337167,304.9087999250624,49137800,120.9,7141.0,540.0,19698.0,0.3863424300924301,0.30932783432783434,0.21892187251456244,0.46483917174902883,0.18031250000000001,0.251547619047619,0.19922735464854663,0.46634238074514567,0.06483974358974359,0.18029914529914526,0.09416124481421298,0.4144467200179522,0.1388988095238095,0.28697420634920634,0.09691630137602639,0.38914091011717755,0.10321969696969695,0.34670454545454543,0.149167910285031,0.42243538901752775
2023-02-10,21.247589111328125,22.05992320996413,20.79396224758763,21.672242294842736,550737000,11718.1201171875,11775.7998046875,11630.5400390625,11714.599609375,4885030000,12304.919921875,12375.7197265625,12204.2099609375,12306.58984375,4885030000,295.8852233886719,297.73141591602666,293.4663966297272,295.6680224955049,50050100,121.0,9368.0,545.0,40984.0,0.3591254291685326,0.32335050007463795,0.2319491350185917,0.46676384309800595,0.1774621212121212,0.26610389610389606,0.18942662123742154,0.46081250862754813,0.07726190476190477,0.27189153439153435,0.13769698161019875,0.44829312661765536,0.07831453058725786,0.25568127159036247,0.07326102354278168,0.37946757706801615,0.08249999999999999,0.275,0.09376731054355236,0.41878142717679234
2023-02-13,21.770158767700195,22.02994609258764,20.944834933269597,21.520363482899203,474919000,11891.7900390625,11910.919921875,11719.73046875,11759.08984375,4752880000,12502.3095703125,12522.7802734375,12313.4501953125,12356.5,4752880000,300.62408447265625,301.2164532265065,296.11224779654265,297.2969853042431,39636700,120.75,8262.0,541.0,22431.0,0.12615484109386546,0.34568551367331857,0.13977504941570312,0.4711887945934729,0.11256142506142504,0.2339578214578215,0.13271654534748284,0.455601512376662,0.09656573172198173,0.2211527477152477,0.10062860191300967,0.42210151880710667,0.13093839267308655,0.33625209824189417,0.08271342663247397,0.4178822300096547,0.13125,0.2,0.12206936855755597,0.44562591786104877
2023-02-14,22.952192306518555,23.03012755681978,21.348505011824344,21.56033132218114,675474000,11960.150390625,11999.849609375,11760.5595703125,11808.2001953125,5032430000,12590.8896484375,12627.400390625,12356.3203125,12413.099609375,5032430000,302.845458984375,303.8031133116749,297.07979844186303,299.0346063830159,64079100,121.65,8497.0,545.0,27983.0,0.10046296296296296,0.3142361111111111,0.15529872087083352,0.4606110412066118,0.10260560146923783,0.2539370982552801,0.13938027161478134,0.4580143174804548,0.08220439691027925,0.2682412358882947,0.11596747627879933,0.42556785605193287,0.11883151570651569,0.2935574841824841,0.08976622832009827,0.4024695772179289,0.13011363636363635,0.2727272727272727,0.10576713591728083,0.4106147400491231
2023-02-15,22.745361328125,22.8362864231292,22.087901043076933,22.53053721244562,420575000,12070.58984375,12071.2900390625,11876.8203125,11905.1201171875,5056640000,12687.8896484375,12689.33984375,12486.419921875,12531.599609375,5056640000,305.16552734375,305.3333465718088,300.32790459423427,301.0189763418078,43100600,118.85,33160.0,525.0,103433.0,0.0748816287878788,0.22781723484848487,0.1377678189132316,0.44349972265260085,0.13857808857808857,0.22501456876456877,0.15139052952377977,0.4503979961661939,0.1295313382269904,0.23121118012422356,0.12645810676567928,0.43802824217476594,0.10545360436664783,0.3097677081372733,0.10097263192726741,0.4254795337845067,0.06470170454545454,0.24431818181818182,0.10016076762638665,0.3967122380507217
2023-02-16,21.983985900878903,22.53153563634033,21.90904654743779,22.11487725263338,412026000,11855.830078125,12040.33984375,11853.3603515625,11896.3095703125,5159410000,12442.48046875,12653.400390625,12440.0,12495.0703125,5159410000,299.4393615722656,304.5040679646066,299.2912769088608,300.5056314070363,59498600,120.3,14038.0,528.0,27033.0,0.013818181818181823,0.11539393939393937,0.10922652682372441,0.46604736279259945,0.10192307692307692,0.17163461538461539,0.15549128110862756,0.46025510318238955,0.16503858460380197,0.22233436853002073,0.14243460930488697,0.4490836362931092,0.08841883116883117,0.3852651515151515,0.09686539774763471,0.445461913885584,0.12017045454545452,0.28285984848484846,0.10571751219892359,0.41837340953488455
2023-02-17,21.3704891204834,21.72220020485549,20.95782715639704,21.61329019538044,465888000,11787.26953125,11803.2197265625,11673.2099609375,11777.5,4925230000,12358.1796875,12385.51953125,12233.7900390625,12352.2998046875,4925230000,297.3265991210937,298.08678710094426,294.305551650141,297.23774832831583,58230700,118.75,22127.0,518.0,55965.0,0.04452214452214453,0.07960372960372959,0.11444690251542465,0.46640586368409553,0.031111111111111103,0.16319444444444445,0.14408266207719705,0.4761052748593349,0.12916666666666668,0.24513888888888888,0.1643402045699515,0.45610377991673673,0.06187520041686709,0.34053656605739935,0.07857403910629662,0.4247633823610225,-0.024166666666666663,0.40101851851851855,0.11868235145554884,0.4300283115484966
2023-02-21,20.63808822631836,21.47640004274012,20.601117866588783,20.982805051800373,410015000,11492.2998046875,11684.1396484375,11491.1796875,11640.3701171875,5002540000,12060.2998046875,12257.0595703125,12058.23046875,12205.2099609375,5002540000,290.2873229980469,294.92750926237886,290.14912070991954,293.4762195268642,46526700,118.95,9128.0,516.0,27200.0,0.14053595658073267,0.22193577566711895,0.1561463141895533,0.4583097977306524,0.04549940191387559,0.3087918660287081,0.1548556641175085,0.47926003900440395,0.20436887673729776,0.2811431989063568,0.12995122880652774,0.43693386314978516,0.08760600997443102,0.2904872661451609,0.10001047876877998,0.410158669715285,0.02660984848484848,0.4289772727272727,0.07663063712080849,0.406362620171984
2023-02-22,20.737009048461918,21.08672289537773,20.40428148237051,20.690048547419124,513184000,11507.0703125,11582.51953125,11445.169921875,11517.2001953125,4671270000,12066.26953125,12156.2099609375,12006.0400390625,12085.669921875,4671270000,290.5045471191406,292.58767486419987,288.8360564008026,290.8698326381036,51389200,117.65,24996.0,507.0,47843.0,0.11015216823406479,0.21549764890282133,0.15799695437762432,0.47552726938812107,-0.3333333333333333,0.3333333333333333,0.12742800198118956,0.4850751240329461,0.19167986485059654,0.2961408510188998,0.1308163001042135,0.44887804648947266,0.11878528391686287,0.26460057973215867,0.11176108944214196,0.4066010281229151,0.009621212121212124,0.28234848484848485,0.11405931731782488,0.4175607303232545
2023-02-23,23.64462280273437,23.868440315198026,23.00614609506352,23.420807196057563,1117995000,11590.400390625,11638.98046875,11432.580078125,11636.9296875,4714580000,12180.1396484375,12227.400390625,12003.3095703125,12224.4404296875,4714580000,293.04180908203125,294.3351317859959,288.826142289441,294.17716479776294,69294400,119.4,8273.0,518.0,26552.0,0.1048298923298923,0.2172036297036297,0.14327251018542994,0.46042647749961074,0.16872049577406723,0.29800350443207585,0.16662379335988167,0.4807016778628023,0.15578817733990147,0.2410919540229885,0.13827675769185727,0.447918391133465,0.13513251563251566,0.2863217893217893,0.1138155324254636,0.40089679531446865,0.016666666666666677,0.05833333333333331,0.15258702991539735,0.4346292254362113
2023-02-24,23.266935348510746,23.454783066670743,22.92821408792929,23.205986370917078,589716000,11394.9404296875,11434.3603515625,11334.4697265625,11404.1796875,4432650000,11969.650390625,12018.3203125,11900.83984375,11979.7998046875,4432650000,288.13507080078125,289.24080959001697,286.3579647788332,288.04622001905216,74332000,118.8,9038.0,511.0,29612.0,0.1713972431077694,0.2974937343358396,0.1633076812468264,0.44704787125488454,0.2477888777888778,0.38139027639027634,0.14933420779521828,0.49241791282769665,0.15267857142857144,0.20595238095238094,0.1517852066408574,0.44388380808386285,0.06388535212064625,0.31012753586282993,0.10593737442895745,0.4313975878167808,0.09,0.10666666666666666,0.12970763403681948,0.4118035041881196
